date,cto,cloud,tr_product_pillar_team,tr_subpillar_name,tr_product_id,tr_product,application,service_name,managed_service,environment,cost
2024-04-30,Technology,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,EC2,NON-PROD,50.7
2024-04-30,Infrastructure,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Firestore,NON-PROD,56.99
2024-04-30,Infrastructure,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,RDS,PROD,275.0
2024-04-30,Infrastructure,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,S3,NON-PROD,121.44
2024-04-30,Infrastructure,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Lambda,PROD,230.44
2024-04-30,Technology,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Firestore,PROD,327.37
2024-04-30,Infrastructure,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Blob Storage,PROD,225.86
2024-04-30,Infrastructure,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,EC2,NON-PROD,80.61
2024-04-30,Technology,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Run,PROD,169.4
2024-04-30,Infrastructure,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Lambda,PROD,259.96
2024-04-30,Infrastructure,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Storage,NON-PROD,100.22
2024-04-30,Infrastructure,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,DynamoDB,PROD,350.26
2024-05-01,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Virtual Machines,PROD,224.62
2024-05-01,Technology,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Firestore,PROD,254.43
2024-05-01,Engineering,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Cloud Storage,NON-PROD,73.25
2024-05-01,Technology,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,Virtual Machines,PROD,145.82
2024-05-01,Technology,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,Virtual Machines,NON-PROD,52.66
2024-05-01,Technology,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Run,NON-PROD,102.98
2024-05-01,Infrastructure,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Synapse,PROD,301.35
2024-05-01,Engineering,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Synapse,NON-PROD,108.85
2024-05-01,Engineering,Azure,Content,API,498,Content API,Content Management,API Gateway,Virtual Machines,PROD,257.84
2024-05-01,Technology,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Synapse,PROD,247.11
2024-05-01,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,EC2,PROD,175.19
2024-05-01,Infrastructure,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,RDS,NON-PROD,107.51
2024-05-01,Engineering,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,BigQuery,NON-PROD,37.58
2024-05-01,Infrastructure,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Functions,NON-PROD,36.39
2024-05-01,Technology,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Storage,NON-PROD,76.86
2024-05-01,Technology,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Synapse,PROD,286.3
2024-05-01,Engineering,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,EC2,PROD,243.4
2024-05-01,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Lambda,PROD,281.21
2024-05-01,Technology,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Firestore,PROD,148.74
2024-05-01,Infrastructure,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,S3,NON-PROD,47.1
2024-05-01,Infrastructure,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Synapse,PROD,180.34
2024-05-01,Infrastructure,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Storage,NON-PROD,46.32
2024-05-02,Engineering,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,S3,PROD,122.06
2024-05-02,Technology,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,BigQuery,PROD,271.08
2024-05-02,Technology,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Cloud Storage,NON-PROD,122.13
2024-05-02,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,SQL Database,NON-PROD,79.88
2024-05-02,Engineering,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,SQL Database,NON-PROD,112.67
2024-05-02,Infrastructure,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Fargate,PROD,161.11
2024-05-02,Infrastructure,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Storage,PROD,293.44
2024-05-02,Infrastructure,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,DynamoDB,PROD,126.95
2024-05-02,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Cloud Storage,PROD,230.07
2024-05-02,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Fargate,NON-PROD,111.18
2024-05-02,Technology,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Synapse,PROD,126.2
2024-05-02,Engineering,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Cloud Run,NON-PROD,93.55
2024-05-02,Technology,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Lambda,PROD,272.93
2024-05-02,Infrastructure,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Synapse,NON-PROD,54.74
2024-05-02,Engineering,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Redshift,PROD,229.95
2024-05-02,Technology,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Run,PROD,167.08
2024-05-02,Infrastructure,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Firestore,NON-PROD,109.79
2024-05-02,Technology,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Synapse,NON-PROD,54.24
2024-05-02,Engineering,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Run,PROD,259.88
2024-05-02,Technology,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,CosmosDB,NON-PROD,91.75
2024-05-02,Engineering,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Cloud Run,PROD,127.29
2024-05-02,Infrastructure,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,DynamoDB,PROD,169.36
2024-05-02,Engineering,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,CosmosDB,NON-PROD,36.56
2024-05-03,Engineering,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Compute Engine,PROD,184.85
2024-05-03,Technology,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,BigQuery,NON-PROD,33.5
2024-05-03,Technology,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,RDS,PROD,248.08
2024-05-03,Engineering,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,BigQuery,PROD,293.82
2024-05-03,Infrastructure,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,Synapse,NON-PROD,86.19
2024-05-03,Technology,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,Fargate,PROD,140.38
2024-05-03,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Storage,PROD,280.48
2024-05-03,Infrastructure,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,EC2,NON-PROD,111.0
2024-05-03,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Compute Engine,NON-PROD,90.32
2024-05-03,Technology,AWS,Content,API,498,Content API,Content Management,API Gateway,DynamoDB,PROD,224.38
2024-05-03,Engineering,AWS,Content,API,498,Content API,Content Management,API Gateway,RDS,NON-PROD,36.27
2024-05-03,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Lambda,PROD,213.75
2024-05-03,Infrastructure,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Fargate,NON-PROD,61.98
2024-05-03,Technology,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,SQL Database,PROD,168.65
2024-05-03,Engineering,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Blob Storage,NON-PROD,101.56
2024-05-03,Technology,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,BigQuery,NON-PROD,103.44
2024-05-03,Engineering,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Synapse,NON-PROD,104.87
2024-05-03,Infrastructure,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Redshift,PROD,113.08
2024-05-03,Engineering,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Fargate,PROD,292.63
2024-05-03,Engineering,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,BigQuery,PROD,150.24
2024-05-03,Technology,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Functions,NON-PROD,98.07
2024-05-03,Infrastructure,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,BigQuery,PROD,266.33
2024-05-03,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Functions,NON-PROD,98.46
2024-05-04,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,SQL Database,PROD,133.3
2024-05-04,Infrastructure,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,RDS,NON-PROD,58.24
2024-05-04,Technology,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Fargate,NON-PROD,20.87
2024-05-04,Technology,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Cloud Run,NON-PROD,45.2
2024-05-04,Engineering,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,BigQuery,PROD,147.14
2024-05-04,Engineering,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,CosmosDB,PROD,155.51
2024-05-04,Infrastructure,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Redshift,NON-PROD,46.77
2024-05-04,Infrastructure,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Firestore,NON-PROD,63.12
2024-05-04,Technology,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,RDS,PROD,156.52
2024-05-04,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Cloud Storage,NON-PROD,35.82
2024-05-04,Technology,Azure,Content,API,498,Content API,Content Management,API Gateway,SQL Database,PROD,59.54
2024-05-04,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Fargate,PROD,162.29
2024-05-04,Engineering,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Compute Engine,PROD,118.67
2024-05-04,Infrastructure,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,DynamoDB,NON-PROD,51.25
2024-05-04,Infrastructure,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,CosmosDB,NON-PROD,38.68
2024-05-04,Engineering,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Firestore,PROD,92.95
2024-05-04,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Redshift,PROD,69.69
2024-05-04,Engineering,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Redshift,NON-PROD,55.69
2024-05-04,Engineering,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Storage,NON-PROD,41.84
2024-05-04,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Synapse,NON-PROD,28.79
2024-05-05,Engineering,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Blob Storage,NON-PROD,62.71
2024-05-05,Infrastructure,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,EC2,PROD,96.89
2024-05-05,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Functions,NON-PROD,41.83
2024-05-05,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,S3,PROD,141.17
2024-05-05,Engineering,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Cloud Functions,NON-PROD,71.94
2024-05-05,Technology,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,SQL Database,NON-PROD,62.1
2024-05-05,Engineering,AWS,Content,API,498,Content API,Content Management,API Gateway,Lambda,NON-PROD,21.78
2024-05-05,Engineering,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Compute Engine,NON-PROD,63.06
2024-05-05,Technology,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,SQL Database,NON-PROD,20.65
2024-05-05,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,Redshift,NON-PROD,24.75
2024-05-05,Infrastructure,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Run,PROD,79.37
2024-05-05,Technology,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Fargate,PROD,178.77
2024-05-05,Engineering,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Synapse,PROD,105.04
2024-05-05,Engineering,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Synapse,NON-PROD,46.43
2024-05-05,Engineering,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Compute Engine,NON-PROD,62.09
2024-05-05,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Fargate,NON-PROD,25.08
2024-05-05,Infrastructure,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Functions,PROD,174.83
2024-05-05,Technology,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,BigQuery,NON-PROD,52.61
2024-05-05,Infrastructure,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Functions,NON-PROD,70.67
2024-05-06,Engineering,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,SQL Database,PROD,132.89
2024-05-06,Technology,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,DynamoDB,PROD,167.57
2024-05-06,Engineering,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Functions,PROD,231.43
2024-05-06,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,EC2,PROD,218.48
2024-05-06,Technology,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Firestore,NON-PROD,85.04
2024-05-06,Engineering,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Run,PROD,156.96
2024-05-06,Technology,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Virtual Machines,NON-PROD,47.39
2024-05-06,Engineering,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,EC2,PROD,302.76
2024-05-06,Technology,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,SQL Database,PROD,100.56
2024-05-06,Infrastructure,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Functions,NON-PROD,99.61
2024-05-06,Infrastructure,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Virtual Machines,PROD,245.34
2024-05-06,Engineering,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Lambda,NON-PROD,85.6
2024-05-06,Infrastructure,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,EC2,PROD,113.39
2024-05-06,Infrastructure,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Compute Engine,PROD,86.86
2024-05-07,Technology,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Firestore,NON-PROD,38.29
2024-05-07,Technology,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,S3,PROD,243.91
2024-05-07,Technology,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Fargate,PROD,296.55
2024-05-07,Infrastructure,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Functions,NON-PROD,95.65
2024-05-07,Infrastructure,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,SQL Database,PROD,124.56
2024-05-07,Infrastructure,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Compute Engine,NON-PROD,83.58
2024-05-07,Technology,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Functions,NON-PROD,37.27
2024-05-07,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,BigQuery,NON-PROD,63.27
2024-05-07,Engineering,AWS,Content,API,498,Content API,Content Management,API Gateway,EC2,PROD,208.57
2024-05-07,Infrastructure,Azure,Content,API,498,Content API,Content Management,API Gateway,Functions,PROD,147.65
2024-05-07,Infrastructure,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Synapse,PROD,250.75
2024-05-07,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,DynamoDB,PROD,167.95
2024-05-07,Technology,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Synapse,PROD,93.76
2024-05-07,Infrastructure,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Run,NON-PROD,99.12
2024-05-07,Infrastructure,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Lambda,PROD,232.43
2024-05-07,Technology,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,CosmosDB,PROD,140.68
2024-05-07,Infrastructure,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,S3,NON-PROD,77.33
2024-05-07,Engineering,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Firestore,NON-PROD,83.63
2024-05-07,Infrastructure,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,SQL Database,NON-PROD,105.94
2024-05-07,Technology,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Firestore,PROD,207.85
2024-05-07,Technology,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,CosmosDB,PROD,84.14
2024-05-07,Infrastructure,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,SQL Database,NON-PROD,97.0
2024-05-07,Engineering,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Cloud Run,NON-PROD,97.81
2024-05-07,Infrastructure,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,BigQuery,PROD,267.52
2024-05-07,Infrastructure,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,EC2,NON-PROD,86.33
2024-05-08,Technology,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,RDS,PROD,100.39
2024-05-08,Technology,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Cloud Storage,NON-PROD,119.72
2024-05-08,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Blob Storage,NON-PROD,41.85
2024-05-08,Infrastructure,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Redshift,PROD,142.32
2024-05-08,Engineering,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,EC2,PROD,247.55
2024-05-08,Technology,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,DynamoDB,PROD,285.53
2024-05-08,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,BigQuery,PROD,121.94
2024-05-08,Technology,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,S3,NON-PROD,61.71
2024-05-08,Infrastructure,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Lambda,PROD,259.28
2024-05-08,Technology,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Compute Engine,NON-PROD,61.3
2024-05-08,Engineering,Azure,Content,API,498,Content API,Content Management,API Gateway,Functions,PROD,103.94
2024-05-08,Technology,AWS,Content,API,498,Content API,Content Management,API Gateway,Redshift,NON-PROD,53.05
2024-05-08,Infrastructure,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,DynamoDB,PROD,154.75
2024-05-08,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,BigQuery,NON-PROD,86.09
2024-05-08,Infrastructure,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Cloud Functions,PROD,101.74
2024-05-08,Engineering,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Virtual Machines,PROD,117.67
2024-05-08,Engineering,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Compute Engine,NON-PROD,71.49
2024-05-08,Infrastructure,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,BigQuery,NON-PROD,67.63
2024-05-08,Technology,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Functions,NON-PROD,67.72
2024-05-08,Engineering,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Compute Engine,PROD,163.83
2024-05-08,Technology,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Functions,NON-PROD,73.36
2024-05-08,Engineering,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Blob Storage,NON-PROD,77.2
2024-05-08,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,DynamoDB,PROD,150.4
2024-05-08,Technology,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Synapse,NON-PROD,78.53
2024-05-08,Technology,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Redshift,PROD,124.54
2024-05-08,Infrastructure,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Virtual Machines,PROD,250.42
2024-05-08,Engineering,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Firestore,NON-PROD,95.96
2024-05-09,Engineering,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Virtual Machines,PROD,159.01
2024-05-09,Engineering,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Redshift,NON-PROD,54.15
2024-05-09,Technology,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,CosmosDB,NON-PROD,70.27
2024-05-09,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Firestore,PROD,266.96
2024-05-09,Infrastructure,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,SQL Database,NON-PROD,53.42
2024-05-09,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,DynamoDB,PROD,294.19
2024-05-09,Engineering,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Cloud Functions,PROD,298.37
2024-05-09,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Compute Engine,NON-PROD,109.07
2024-05-09,Engineering,GCP,Content,API,498,Content API,Content Management,API Gateway,Compute Engine,PROD,156.13
2024-05-09,Infrastructure,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Lambda,PROD,304.83
2024-05-09,Engineering,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Virtual Machines,PROD,130.51
2024-05-09,Infrastructure,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Firestore,NON-PROD,76.06
2024-05-09,Infrastructure,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Redshift,PROD,84.96
2024-05-09,Engineering,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,CosmosDB,NON-PROD,74.34
2024-05-09,Engineering,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Cloud Run,NON-PROD,86.09
2024-05-09,Technology,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Blob Storage,NON-PROD,75.29
2024-05-09,Infrastructure,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,DynamoDB,PROD,143.07
2024-05-10,Engineering,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Lambda,PROD,231.96
2024-05-10,Infrastructure,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Cloud Functions,NON-PROD,95.42
2024-05-10,Infrastructure,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,CosmosDB,NON-PROD,35.41
2024-05-10,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,BigQuery,PROD,300.65
2024-05-10,Infrastructure,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,RDS,PROD,173.76
2024-05-10,Technology,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Run,PROD,89.37
2024-05-10,Technology,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Blob Storage,PROD,151.11
2024-05-10,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Storage,NON-PROD,119.29
2024-05-10,Technology,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,SQL Database,PROD,140.94
2024-05-10,Technology,Azure,Content,API,498,Content API,Content Management,API Gateway,Blob Storage,NON-PROD,97.02
2024-05-10,Infrastructure,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Compute Engine,NON-PROD,90.26
2024-05-10,Technology,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Run,NON-PROD,108.48
2024-05-10,Technology,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Functions,NON-PROD,39.23
2024-05-10,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,EC2,NON-PROD,109.58
2024-05-11,Infrastructure,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,CosmosDB,PROD,92.86
2024-05-11,Technology,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,CosmosDB,NON-PROD,46.49
2024-05-11,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Functions,PROD,160.97
2024-05-11,Technology,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,Redshift,PROD,111.08
2024-05-11,Technology,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Functions,NON-PROD,67.33
2024-05-11,Engineering,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Redshift,PROD,82.42
2024-05-11,Infrastructure,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,DynamoDB,NON-PROD,60.41
2024-05-11,Technology,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Firestore,NON-PROD,43.06
2024-05-11,Engineering,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Virtual Machines,NON-PROD,34.85
2024-05-11,Technology,Azure,Content,API,498,Content API,Content Management,API Gateway,Functions,PROD,168.5
2024-05-11,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Redshift,NON-PROD,25.4
2024-05-11,Infrastructure,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Virtual Machines,PROD,74.31
2024-05-11,Engineering,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,CosmosDB,NON-PROD,66.0
2024-05-11,Engineering,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Functions,PROD,170.29
2024-05-11,Technology,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,CosmosDB,NON-PROD,44.49
